Customer Number,Applied Loan Amount in Lacs,Month,Fin Year,Month Year,Sanction Amt in Lacs,Disb Amt in Lacs,SDF Branch
502,4,1,2018,#N/A,3.2,2.94,Aurangabad
503,24,12,2017,#N/A,22.8,20.98,Jaipur
504,6,2,2019,#N/A,4.8,4.42,Aurangabad
505,3,12,2017,#N/A,2.4,2.21,Bengaluru
506,2,8,2018,#N/A,1.9,1.75,Ranchi
507,2,5,2017,#N/A,1.6,1.47,Chandigarh
508,8,9,2019,#N/A,7.6,6.99,Delhi
509,6,5,2018,#N/A,4.8,4.42,Jaipur
510,6,5,2018,#N/A,4.8,4.42,Jaipur
511,6,4,2019,#N/A,5.7,5.24,Delhi
512,22,10,2018,#N/A,20.9,19.23,Gandhinagar
513,3,6,2018,#N/A,2.4,2.21,Mumbai
514,2,8,2019,#N/A,1.6,1.47,Aurangabad
515,18,9,2017,#N/A,14.4,13.25,Nagpur
516,2,5,2019,#N/A,1.9,1.75,Delhi
517,2,8,2019,#N/A,1.9,1.75,Chandigarh
518,7,5,2017,#N/A,5.6,5.15,Delhi
519,3,4,2019,#N/A,2.4,2.21,Gandhinagar
520,14,4,2017,#N/A,11.2,10.30,Bengaluru
521,11,7,2018,#N/A,8.8,8.10,Nasik
522,8,9,2019,#N/A,7.6,6.99,Shillong
523,7,11,2018,#N/A,5.6,5.15,Chandigarh
524,6,7,2019,#N/A,5.7,5.24,Srinagar
525,4,12,2017,#N/A,3.2,2.94,Chennai
526,22,6,2018,#N/A,20.9,19.23,Bengaluru
527,10,3,2019,#N/A,9.5,8.74,Jaipur
528,8,11,2017,#N/A,6.4,5.89,Delhi
529,12,12,2017,#N/A,9.6,8.83,Nagpur
530,10,7,2017,#N/A,8,7.36,Ranchi
531,10,5,2019,#N/A,8,7.36,Nagpur
532,22,4,2018,#N/A,20.9,19.23,Aurangabad
533,10,5,2017,#N/A,8,7.36,Chandigarh
534,2,8,2017,#N/A,1.6,1.47,Shillong
535,6,4,2018,#N/A,4.8,4.42,Mumbai
536,11,3,2017,#N/A,8.8,8.10,Nasik
537,5,3,2017,#N/A,4,3.68,Shillong
538,2,2,2017,#N/A,1.9,1.75,Bhopal
539,10,1,2019,#N/A,9.5,8.74,Mumbai
540,24,1,2018,#N/A,22.8,20.98,Aurangabad
541,12,3,2017,#N/A,9.6,8.83,Chandigarh
542,9,1,2018,#N/A,7.2,6.62,Chandigarh
543,2,6,2017,#N/A,1.6,1.47,Bhopal
544,2,1,2017,#N/A,1.9,1.75,Gandhinagar
545,3,10,2017,#N/A,2.4,2.21,Delhi
546,6,12,2018,#N/A,4.8,4.42,Bengaluru
547,1,8,2017,#N/A,0.8,0.74,Aurangabad
548,14,4,2019,#N/A,13.3,12.24,Bhopal
549,22,4,2017,#N/A,17.6,16.19,Nasik
550,20,6,2018,#N/A,19,17.48,Chandigarh
551,24,1,2018,#N/A,19.2,17.66,Delhi
552,18,12,2018,#N/A,17.1,15.73,Jaipur
553,6,9,2017,#N/A,5.7,5.24,Ranchi
554,10,7,2018,#N/A,8,7.36,Chandigarh
555,10,12,2018,#N/A,8,7.36,Srinagar
556,9,7,2019,#N/A,7.2,6.62,Mumbai
557,8,2,2018,#N/A,6.4,5.89,Shillong
558,12,5,2017,#N/A,9.6,8.83,Srinagar
559,12,12,2017,#N/A,11.4,10.49,Nasik
560,7,8,2018,#N/A,5.6,5.15,Nasik
561,12,7,2018,#N/A,9.6,8.83,Srinagar
562,14,2,2018,#N/A,13.3,12.24,Mumbai
563,9,2,2018,#N/A,7.2,6.62,Mumbai
564,3,2,2019,#N/A,2.4,2.21,Chandigarh
565,6,4,2019,#N/A,4.8,4.42,Aurangabad
566,2,9,2017,#N/A,1.6,1.47,Nagpur
567,4,8,2019,#N/A,3.2,2.94,Nagpur
568,12,11,2017,#N/A,9.6,8.83,Jaipur
569,6,8,2019,#N/A,4.8,4.42,Nasik
570,8,11,2017,#N/A,6.4,5.89,Shillong
571,7,3,2019,#N/A,5.6,5.15,Chennai
572,4,9,2019,#N/A,3.8,3.50,Nasik
573,6,5,2018,#N/A,4.8,4.42,Chennai
574,2,12,2018,#N/A,1.9,1.75,Gandhinagar
575,8,3,2019,#N/A,6.4,5.89,Gandhinagar
576,2,11,2017,#N/A,1.6,1.47,Shillong
577,5,12,2018,#N/A,4,3.68,Nagpur
578,10,10,2017,#N/A,9.5,8.74,Jaipur
579,22,10,2019,#N/A,20.9,19.23,Bhopal
580,3,5,2019,#N/A,2.4,2.21,Chennai
581,16,11,2018,#N/A,12.8,11.78,Pune
582,4,9,2018,#N/A,3.2,2.94,Srinagar
583,5,3,2017,#N/A,4,3.68,Ranchi
584,2,10,2017,#N/A,1.9,1.75,Bengaluru
585,8,2,2019,#N/A,6.4,5.89,Gandhinagar
586,4,5,2017,#N/A,3.2,2.94,Nagpur
587,4,11,2019,#N/A,3.2,2.94,Ranchi
588,8,5,2017,#N/A,6.4,5.89,Chandigarh
589,14,11,2017,#N/A,11.2,10.30,Ranchi
590,24,4,2017,#N/A,22.8,20.98,Mumbai
591,10,8,2018,#N/A,9.5,8.74,Bengaluru
592,4,7,2019,#N/A,3.2,2.94,Srinagar
593,18,3,2019,#N/A,17.1,15.73,Nasik
594,8,12,2017,#N/A,7.6,6.99,Delhi
595,14,5,2019,#N/A,13.3,12.24,Bhopal
596,14,7,2019,#N/A,13.3,12.24,Delhi
597,8,9,2017,#N/A,7.6,6.99,Nagpur
598,4,2,2019,#N/A,3.2,2.94,Gandhinagar
599,10,5,2017,#N/A,8,7.36,Gandhinagar
600,18,10,2017,#N/A,17.1,15.73,Delhi
601,7,4,2018,#N/A,5.6,5.15,Nagpur
602,2,3,2018,#N/A,1.9,1.75,Srinagar
603,8,1,2019,#N/A,6.4,5.89,Gandhinagar
604,9,8,2017,#N/A,7.2,6.62,Pune
605,24,4,2019,#N/A,19.2,17.66,Ranchi
606,12,6,2018,#N/A,11.4,10.49,Aurangabad
607,10,11,2017,#N/A,8,7.36,Aurangabad
608,10,5,2018,#N/A,8,7.36,Chennai
609,2,11,2018,#N/A,1.6,1.47,Pune
610,12,3,2017,#N/A,9.6,8.83,Nagpur
611,3,6,2019,#N/A,2.4,2.21,Chennai
612,8,3,2019,#N/A,6.4,5.89,Nasik
613,12,8,2018,#N/A,9.6,8.83,Shillong
614,6,12,2018,#N/A,4.8,4.42,Nagpur
615,10,5,2018,#N/A,8,7.36,Aurangabad
616,16,1,2019,#N/A,15.2,13.98,Jaipur
617,12,10,2018,#N/A,11.4,10.49,Aurangabad
618,24,11,2019,#N/A,22.8,20.98,Gandhinagar
619,9,10,2019,#N/A,7.2,6.62,Ranchi
620,24,1,2019,#N/A,22.8,20.98,Pune
621,10,7,2018,#N/A,8,7.36,Nagpur
622,4,10,2017,#N/A,3.8,3.50,Mumbai
623,11,4,2018,#N/A,8.8,8.10,Jaipur
624,11,4,2019,#N/A,8.8,8.10,Aurangabad
625,16,5,2017,#N/A,12.8,11.78,Nasik
626,5,7,2018,#N/A,4,3.68,Chandigarh
627,9,5,2018,#N/A,7.2,6.62,Mumbai
628,20,4,2019,#N/A,19,17.48,Chennai
629,1,12,2019,#N/A,0.8,0.74,Chandigarh
630,7,5,2019,#N/A,5.6,5.15,Nasik
631,11,11,2017,#N/A,8.8,8.10,Pune
632,9,10,2017,#N/A,7.2,6.62,Mumbai
633,11,3,2017,#N/A,8.8,8.10,Chennai
634,6,12,2018,#N/A,4.8,4.42,Chennai
635,3,5,2018,#N/A,2.4,2.21,Nagpur
636,8,7,2019,#N/A,7.6,6.99,Chandigarh
637,8,11,2019,#N/A,7.6,6.99,Nagpur
638,10,8,2017,#N/A,8,7.36,Bhopal
639,10,1,2018,#N/A,8,7.36,Delhi
640,20,12,2017,#N/A,16,14.72,Pune
641,18,5,2018,#N/A,17.1,15.73,Delhi
642,24,5,2017,#N/A,22.8,20.98,Pune
643,20,3,2017,#N/A,19,17.48,Mumbai
644,7,7,2018,#N/A,5.6,5.15,Delhi
645,14,11,2018,#N/A,11.2,10.30,Mumbai
646,11,5,2018,#N/A,8.8,8.10,Pune
647,3,2,2017,#N/A,2.4,2.21,Nasik
648,16,8,2018,#N/A,15.2,13.98,Delhi
649,6,2,2018,#N/A,4.8,4.42,Pune
650,16,5,2017,#N/A,15.2,13.98,Mumbai
651,14,9,2018,#N/A,13.3,12.24,Jaipur
652,16,2,2019,#N/A,15.2,13.98,Bengaluru
653,22,5,2018,#N/A,17.6,16.19,Bengaluru
654,18,4,2019,#N/A,17.1,15.73,Nasik
655,3,5,2018,#N/A,2.4,2.21,Bengaluru
656,24,2,2017,#N/A,22.8,20.98,Mumbai
657,8,6,2017,#N/A,7.6,6.99,Bhopal
658,14,5,2017,#N/A,13.3,12.24,Nasik
659,2,6,2018,#N/A,1.6,1.47,Gandhinagar
660,1,1,2019,#N/A,0.8,0.74,Chandigarh
661,8,11,2017,#N/A,7.6,6.99,Gandhinagar
662,4,7,2018,#N/A,3.2,2.94,Gandhinagar
663,7,1,2018,#N/A,5.6,5.15,Mumbai
664,22,4,2017,#N/A,17.6,16.19,Pune
665,3,10,2018,#N/A,2.4,2.21,Chennai
666,4,6,2017,#N/A,3.2,2.94,Gandhinagar
667,5,5,2019,#N/A,4,3.68,Bengaluru
668,11,6,2019,#N/A,8.8,8.10,Mumbai
669,18,1,2019,#N/A,17.1,15.73,Gandhinagar
670,14,7,2018,#N/A,13.3,12.24,Chandigarh
671,20,5,2017,#N/A,19,17.48,Aurangabad
672,2,3,2019,#N/A,1.9,1.75,Chennai
673,12,11,2019,#N/A,9.6,8.83,Nagpur
674,2,1,2019,#N/A,1.9,1.75,Nasik
675,4,11,2018,#N/A,3.2,2.94,Chandigarh
676,16,3,2018,#N/A,15.2,13.98,Ranchi
677,20,3,2017,#N/A,19,17.48,Srinagar
678,12,6,2018,#N/A,11.4,10.49,Nasik
679,14,12,2019,#N/A,13.3,12.24,Gandhinagar
680,18,5,2019,#N/A,17.1,15.73,Delhi
681,8,8,2017,#N/A,6.4,5.89,Ranchi
682,8,11,2018,#N/A,7.6,6.99,Gandhinagar
683,10,10,2018,#N/A,9.5,8.74,Chandigarh
684,14,12,2017,#N/A,11.2,10.30,Mumbai
685,14,9,2017,#N/A,13.3,12.24,Gandhinagar
686,20,2,2018,#N/A,16,14.72,Bengaluru
687,6,3,2019,#N/A,5.7,5.24,Chennai
688,11,4,2017,#N/A,8.8,8.10,Nasik
689,4,6,2017,#N/A,3.2,2.94,Mumbai
690,7,2,2019,#N/A,5.6,5.15,Jaipur
691,9,2,2018,#N/A,7.2,6.62,Chennai
692,5,11,2019,#N/A,4,3.68,Mumbai
693,22,7,2018,#N/A,20.9,19.23,Mumbai
694,3,11,2017,#N/A,2.4,2.21,Jaipur
695,22,2,2017,#N/A,20.9,19.23,Mumbai
696,9,7,2019,#N/A,7.2,6.62,Nasik
697,11,12,2019,#N/A,8.8,8.10,Ranchi
698,22,9,2019,#N/A,20.9,19.23,Shillong
699,18,5,2017,#N/A,17.1,15.73,Shillong
700,10,10,2019,#N/A,8,7.36,Srinagar
701,8,5,2018,#N/A,6.4,5.89,Delhi
702,4,7,2017,#N/A,3.8,3.50,Delhi
703,4,10,2018,#N/A,3.2,2.94,Pune
704,8,1,2019,#N/A,7.6,6.99,Nagpur
705,12,3,2019,#N/A,9.6,8.83,Nagpur
706,4,3,2018,#N/A,3.2,2.94,Gandhinagar
707,10,10,2019,#N/A,8,7.36,Bengaluru
708,1,2,2018,#N/A,0.8,0.74,Aurangabad
709,6,11,2018,#N/A,4.8,4.42,Bhopal
710,14,4,2018,#N/A,13.3,12.24,Srinagar
711,10,11,2019,#N/A,8,7.36,Bhopal
712,20,4,2018,#N/A,19,17.48,Bhopal
713,8,9,2018,#N/A,6.4,5.89,Mumbai
714,18,2,2018,#N/A,14.4,13.25,Srinagar
715,24,8,2017,#N/A,22.8,20.98,Aurangabad
716,24,1,2019,#N/A,22.8,20.98,Bhopal
717,6,2,2018,#N/A,4.8,4.42,Delhi
718,6,9,2017,#N/A,5.7,5.24,Nagpur
719,3,12,2018,#N/A,2.4,2.21,Bhopal
720,9,7,2019,#N/A,7.2,6.62,Nagpur
721,7,11,2018,#N/A,5.6,5.15,Srinagar
722,11,1,2017,#N/A,8.8,8.10,Bhopal
723,3,2,2017,#N/A,2.4,2.21,Srinagar
724,24,10,2017,#N/A,22.8,20.98,Bengaluru
725,7,11,2019,#N/A,5.6,5.15,Aurangabad
726,6,11,2018,#N/A,5.7,5.24,Nagpur
727,2,4,2019,#N/A,1.6,1.47,Delhi
728,7,5,2017,#N/A,5.6,5.15,Nagpur
729,16,6,2017,#N/A,15.2,13.98,Bhopal
730,8,6,2017,#N/A,7.6,6.99,Nagpur
731,1,1,2018,#N/A,0.8,0.74,Nagpur
732,20,9,2019,#N/A,19,17.48,Delhi
733,8,1,2017,#N/A,6.4,5.89,Chandigarh
734,24,10,2019,#N/A,22.8,20.98,Gandhinagar
735,7,2,2019,#N/A,5.6,5.15,Bengaluru
736,6,3,2019,#N/A,5.7,5.24,Jaipur
737,10,3,2018,#N/A,8,7.36,Chandigarh
738,6,2,2017,#N/A,5.7,5.24,Mumbai
739,20,12,2018,#N/A,19,17.48,Pune
740,10,12,2019,#N/A,9.5,8.74,Bhopal
741,18,8,2019,#N/A,17.1,15.73,Chandigarh
742,10,2,2018,#N/A,8,7.36,Aurangabad
743,6,9,2018,#N/A,4.8,4.42,Nasik
744,8,6,2017,#N/A,6.4,5.89,Ranchi
745,7,12,2018,#N/A,5.6,5.15,Bengaluru
746,11,12,2018,#N/A,8.8,8.10,Pune
747,4,2,2018,#N/A,3.8,3.50,Chennai
748,24,5,2017,#N/A,22.8,20.98,Gandhinagar
749,16,9,2017,#N/A,15.2,13.98,Mumbai
750,14,2,2017,#N/A,11.2,10.30,Aurangabad
751,8,3,2018,#N/A,7.6,6.99,Bengaluru
752,6,3,2019,#N/A,5.7,5.24,Nasik
753,3,12,2017,#N/A,2.4,2.21,Nasik
754,4,9,2018,#N/A,3.8,3.50,Bengaluru
755,6,11,2019,#N/A,4.8,4.42,Aurangabad
756,8,10,2018,#N/A,6.4,5.89,Ranchi
757,6,12,2018,#N/A,4.8,4.42,Bengaluru
758,5,10,2017,#N/A,4,3.68,Bhopal
759,2,11,2017,#N/A,1.6,1.47,Chandigarh
760,14,12,2018,#N/A,11.2,10.30,Pune
761,1,11,2018,#N/A,0.8,0.74,Ranchi
762,5,2,2017,#N/A,4,3.68,Chennai
763,7,5,2017,#N/A,5.6,5.15,Pune
764,8,8,2019,#N/A,6.4,5.89,Mumbai
765,4,10,2017,#N/A,3.8,3.50,Bhopal
766,10,5,2019,#N/A,8,7.36,Bhopal
767,16,6,2018,#N/A,12.8,11.78,Chandigarh
768,4,3,2017,#N/A,3.2,2.94,Bengaluru
769,16,6,2019,#N/A,12.8,11.78,Mumbai
770,11,10,2019,#N/A,8.8,8.10,Jaipur
771,10,3,2019,#N/A,8,7.36,Srinagar
772,14,1,2019,#N/A,13.3,12.24,Bengaluru
773,14,7,2018,#N/A,13.3,12.24,Delhi
774,2,6,2019,#N/A,1.6,1.47,Delhi
775,18,6,2019,#N/A,17.1,15.73,Bengaluru
776,10,11,2019,#N/A,8,7.36,Nagpur
777,10,6,2019,#N/A,9.5,8.74,Ranchi
778,3,6,2017,#N/A,2.4,2.21,Mumbai
779,1,7,2019,#N/A,0.8,0.74,Srinagar
780,5,7,2017,#N/A,4,3.68,Bhopal
781,9,8,2019,#N/A,7.2,6.62,Nagpur
782,4,6,2017,#N/A,3.2,2.94,Chennai
783,18,12,2017,#N/A,14.4,13.25,Pune
784,18,8,2017,#N/A,17.1,15.73,Aurangabad
785,12,4,2019,#N/A,9.6,8.83,Nagpur
786,5,8,2018,#N/A,4,3.68,Srinagar
787,6,1,2019,#N/A,4.8,4.42,Jaipur
788,6,4,2019,#N/A,4.8,4.42,Chandigarh
789,1,3,2017,#N/A,0.8,0.74,Bhopal
790,12,3,2018,#N/A,9.6,8.83,Chennai
791,2,4,2018,#N/A,1.6,1.47,Delhi
792,6,2,2019,#N/A,4.8,4.42,Ranchi
793,2,5,2018,#N/A,1.9,1.75,Nagpur
794,14,4,2019,#N/A,13.3,12.24,Delhi
795,10,9,2019,#N/A,9.5,8.74,Gandhinagar
796,7,11,2017,#N/A,5.6,5.15,Gandhinagar
797,12,6,2018,#N/A,9.6,8.83,Bhopal
798,12,1,2019,#N/A,9.6,8.83,Pune
799,18,12,2018,#N/A,17.1,15.73,Gandhinagar
800,6,11,2017,#N/A,4.8,4.42,Nasik
801,6,8,2019,#N/A,5.7,5.24,Chandigarh
802,24,9,2017,#N/A,22.8,20.98,Aurangabad
803,5,11,2019,#N/A,4,3.68,Bengaluru
804,14,12,2019,#N/A,13.3,12.24,Bhopal
805,10,11,2017,#N/A,8,7.36,Nasik
806,10,4,2018,#N/A,8,7.36,Shillong
807,2,7,2017,#N/A,1.6,1.47,Chennai
808,4,9,2018,#N/A,3.2,2.94,Nagpur
809,10,3,2017,#N/A,9.5,8.74,Chandigarh
810,12,10,2017,#N/A,9.6,8.83,Chennai
811,6,12,2017,#N/A,5.7,5.24,Shillong
812,9,8,2017,#N/A,7.2,6.62,Jaipur
813,2,3,2017,#N/A,1.6,1.47,Nagpur
814,10,5,2018,#N/A,9.5,8.74,Bengaluru
815,6,7,2018,#N/A,4.8,4.42,Delhi
816,6,6,2019,#N/A,5.7,5.24,Bengaluru
817,6,9,2018,#N/A,4.8,4.42,Jaipur
818,2,8,2017,#N/A,1.6,1.47,Aurangabad
819,10,10,2017,#N/A,8,7.36,Jaipur
820,22,2,2019,#N/A,17.6,16.19,Pune
821,14,12,2017,#N/A,13.3,12.24,Gandhinagar
822,12,5,2018,#N/A,9.6,8.83,Ranchi
823,6,9,2018,#N/A,4.8,4.42,Bengaluru
824,11,1,2018,#N/A,8.8,8.10,Ranchi
825,8,11,2019,#N/A,6.4,5.89,Nagpur
826,11,11,2017,#N/A,8.8,8.10,Delhi
827,5,11,2018,#N/A,4,3.68,Pune
828,4,2,2017,#N/A,3.2,2.94,Nagpur
829,4,6,2017,#N/A,3.2,2.94,Pune
830,4,8,2017,#N/A,3.8,3.50,Mumbai
831,12,9,2018,#N/A,11.4,10.49,Gandhinagar
832,20,9,2017,#N/A,19,17.48,Mumbai
833,10,9,2017,#N/A,8,7.36,Bhopal
834,1,7,2019,#N/A,0.8,0.74,Delhi
835,1,4,2017,#N/A,0.8,0.74,Mumbai
836,22,6,2017,#N/A,17.6,16.19,Mumbai
837,1,3,2017,#N/A,0.8,0.74,Bhopal
838,3,2,2017,#N/A,2.4,2.21,Delhi
839,12,10,2017,#N/A,9.6,8.83,Srinagar
840,5,2,2017,#N/A,4,3.68,Nasik
841,5,10,2019,#N/A,4,3.68,Srinagar
842,8,11,2018,#N/A,7.6,6.99,Gandhinagar
843,3,1,2019,#N/A,2.4,2.21,Delhi
844,8,1,2019,#N/A,7.6,6.99,Delhi
845,3,4,2019,#N/A,2.4,2.21,Bhopal
846,10,5,2018,#N/A,9.5,8.74,Jaipur
847,22,12,2019,#N/A,20.9,19.23,Ranchi
848,4,7,2018,#N/A,3.2,2.94,Mumbai
849,8,10,2019,#N/A,7.6,6.99,Jaipur
850,16,2,2019,#N/A,15.2,13.98,Srinagar
851,14,10,2017,#N/A,13.3,12.24,Pune
852,12,11,2019,#N/A,9.6,8.83,Ranchi
853,22,4,2017,#N/A,20.9,19.23,Aurangabad
854,4,4,2017,#N/A,3.8,3.50,Shillong
855,5,7,2019,#N/A,4,3.68,Bengaluru
856,11,4,2019,#N/A,8.8,8.10,Pune
857,7,3,2019,#N/A,5.6,5.15,Aurangabad
858,20,7,2019,#N/A,16,14.72,Srinagar
859,4,11,2019,#N/A,3.2,2.94,Chennai
860,18,2,2019,#N/A,17.1,15.73,Shillong
861,3,5,2018,#N/A,2.4,2.21,Ranchi
862,12,9,2019,#N/A,11.4,10.49,Nagpur
863,22,3,2017,#N/A,20.9,19.23,Jaipur
864,10,10,2018,#N/A,8,7.36,Nasik
865,24,2,2017,#N/A,22.8,20.98,Pune
866,12,11,2018,#N/A,11.4,10.49,Ranchi
867,11,8,2018,#N/A,8.8,8.10,Chandigarh
868,2,7,2017,#N/A,1.9,1.75,Nasik
869,5,9,2017,#N/A,4,3.68,Delhi
870,6,9,2017,#N/A,4.8,4.42,Jaipur
871,11,8,2017,#N/A,8.8,8.10,Delhi
872,7,11,2018,#N/A,5.6,5.15,Gandhinagar
873,5,3,2018,#N/A,4,3.68,Nagpur
874,7,7,2018,#N/A,5.6,5.15,Chandigarh
875,10,5,2019,#N/A,9.5,8.74,Gandhinagar
876,1,9,2017,#N/A,0.8,0.74,Srinagar
877,12,4,2018,#N/A,11.4,10.49,Aurangabad
878,24,6,2018,#N/A,19.2,17.66,Srinagar
879,2,8,2019,#N/A,1.9,1.75,Bhopal
880,6,11,2019,#N/A,5.7,5.24,Jaipur
881,14,2,2019,#N/A,13.3,12.24,Nagpur
882,8,9,2018,#N/A,7.6,6.99,Aurangabad
883,8,10,2019,#N/A,7.6,6.99,Nagpur
884,20,5,2017,#N/A,19,17.48,Pune
885,8,2,2018,#N/A,6.4,5.89,Mumbai
886,4,3,2019,#N/A,3.2,2.94,Nasik
887,24,3,2018,#N/A,22.8,20.98,Nasik
888,12,5,2017,#N/A,9.6,8.83,Jaipur
889,22,10,2018,#N/A,17.6,16.19,Mumbai
890,24,9,2019,#N/A,22.8,20.98,Chennai
891,11,4,2017,#N/A,8.8,8.10,Nagpur
892,12,7,2019,#N/A,9.6,8.83,Pune
893,14,8,2018,#N/A,11.2,10.30,Chennai
894,1,6,2017,#N/A,0.8,0.74,Mumbai
895,18,6,2019,#N/A,14.4,13.25,Nagpur
896,16,7,2017,#N/A,15.2,13.98,Bhopal
897,9,8,2019,#N/A,7.2,6.62,Mumbai
898,5,3,2018,#N/A,4,3.68,Delhi
899,6,11,2017,#N/A,4.8,4.42,Ranchi
900,24,3,2019,#N/A,22.8,20.98,Shillong
901,3,12,2019,#N/A,2.4,2.21,Bhopal
902,8,10,2018,#N/A,7.6,6.99,Ranchi
903,2,4,2017,#N/A,1.6,1.47,Mumbai
904,10,8,2019,#N/A,8,7.36,Aurangabad
905,6,3,2018,#N/A,5.7,5.24,Nasik
906,22,11,2017,#N/A,17.6,16.19,Bengaluru
907,20,8,2018,#N/A,19,17.48,Chennai
908,4,9,2018,#N/A,3.2,2.94,Gandhinagar
909,6,2,2017,#N/A,4.8,4.42,Bhopal
910,10,6,2019,#N/A,9.5,8.74,Nagpur
911,7,2,2017,#N/A,5.6,5.15,Delhi
912,10,7,2018,#N/A,9.5,8.74,Bengaluru
913,20,2,2018,#N/A,19,17.48,Aurangabad
914,10,4,2017,#N/A,8,7.36,Mumbai
915,8,6,2019,#N/A,6.4,5.89,Shillong
916,14,9,2019,#N/A,11.2,10.30,Gandhinagar
917,22,7,2019,#N/A,20.9,19.23,Aurangabad
918,22,8,2019,#N/A,17.6,16.19,Jaipur
919,18,2,2019,#N/A,14.4,13.25,Srinagar
920,2,2,2017,#N/A,1.9,1.75,Chennai
921,22,6,2019,#N/A,20.9,19.23,Mumbai
922,10,8,2018,#N/A,8,7.36,Gandhinagar
923,2,12,2018,#N/A,1.6,1.47,Nagpur
924,8,11,2019,#N/A,6.4,5.89,Delhi
925,12,7,2019,#N/A,9.6,8.83,Srinagar
926,12,12,2017,#N/A,11.4,10.49,Ranchi
927,18,12,2017,#N/A,17.1,15.73,Nagpur
928,11,3,2017,#N/A,8.8,8.10,Chennai
929,12,12,2019,#N/A,9.6,8.83,Srinagar
930,11,6,2017,#N/A,8.8,8.10,Aurangabad
931,2,5,2019,#N/A,1.6,1.47,Aurangabad
932,6,11,2017,#N/A,5.7,5.24,Nagpur
933,10,11,2017,#N/A,9.5,8.74,Chennai
934,12,12,2019,#N/A,9.6,8.83,Nagpur
935,3,2,2019,#N/A,2.4,2.21,Ranchi
936,1,11,2017,#N/A,0.8,0.74,Jaipur
937,1,10,2019,#N/A,0.8,0.74,Mumbai
938,1,7,2019,#N/A,0.8,0.74,Srinagar
939,10,1,2019,#N/A,9.5,8.74,Nagpur
940,24,10,2017,#N/A,22.8,20.98,Ranchi
941,24,9,2017,#N/A,22.8,20.98,Chennai
942,4,11,2017,#N/A,3.2,2.94,Chandigarh
943,24,9,2017,#N/A,19.2,17.66,Chandigarh
944,14,9,2019,#N/A,13.3,12.24,Pune
945,4,5,2017,#N/A,3.2,2.94,Mumbai
946,22,10,2019,#N/A,17.6,16.19,Shillong
947,3,6,2018,#N/A,2.4,2.21,Srinagar
948,6,5,2017,#N/A,4.8,4.42,Jaipur
949,10,6,2017,#N/A,8,7.36,Delhi
950,11,6,2018,#N/A,8.8,8.10,Chennai
951,10,4,2019,#N/A,8,7.36,Gandhinagar
952,22,9,2018,#N/A,20.9,19.23,Delhi
953,11,11,2017,#N/A,8.8,8.10,Chandigarh
954,3,3,2017,#N/A,2.4,2.21,Nasik
955,14,10,2019,#N/A,13.3,12.24,Srinagar
956,12,9,2018,#N/A,11.4,10.49,Shillong
957,4,9,2017,#N/A,3.2,2.94,Ranchi
958,16,8,2018,#N/A,15.2,13.98,Shillong
959,12,4,2018,#N/A,11.4,10.49,Chennai
960,10,6,2019,#N/A,8,7.36,Mumbai
961,10,11,2017,#N/A,8,7.36,Mumbai
962,3,2,2017,#N/A,2.4,2.21,Jaipur
963,2,2,2017,#N/A,1.6,1.47,Mumbai
964,14,3,2018,#N/A,13.3,12.24,Ranchi
965,10,7,2019,#N/A,8,7.36,Gandhinagar
966,12,9,2019,#N/A,9.6,8.83,Aurangabad
967,7,4,2018,#N/A,5.6,5.15,Chandigarh
968,6,3,2019,#N/A,4.8,4.42,Delhi
969,4,8,2018,#N/A,3.8,3.50,Chennai
970,10,5,2019,#N/A,8,7.36,Chandigarh
971,20,12,2017,#N/A,19,17.48,Aurangabad
972,5,3,2019,#N/A,4,3.68,Shillong
973,5,1,2017,#N/A,4,3.68,Jaipur
974,7,1,2019,#N/A,5.6,5.15,Mumbai
975,2,11,2019,#N/A,1.6,1.47,Bhopal
976,7,4,2019,#N/A,5.6,5.15,Chennai
977,4,11,2017,#N/A,3.2,2.94,Mumbai
978,6,8,2018,#N/A,5.7,5.24,Bengaluru
979,20,1,2017,#N/A,19,17.48,Ranchi
980,10,2,2017,#N/A,8,7.36,Ranchi
981,20,11,2017,#N/A,19,17.48,Nasik
982,1,12,2019,#N/A,0.8,0.74,Mumbai
983,1,6,2019,#N/A,0.8,0.74,Chennai
984,12,11,2017,#N/A,9.6,8.83,Nagpur
985,8,11,2019,#N/A,6.4,5.89,Jaipur
986,12,3,2019,#N/A,9.6,8.83,Chennai
987,1,12,2019,#N/A,0.8,0.74,Ranchi
988,14,11,2017,#N/A,13.3,12.24,Aurangabad
989,11,1,2019,#N/A,8.8,8.10,Shillong
990,18,12,2017,#N/A,14.4,13.25,Pune
991,18,10,2017,#N/A,17.1,15.73,Gandhinagar
992,12,7,2019,#N/A,9.6,8.83,Chandigarh
993,1,9,2018,#N/A,0.8,0.74,Bengaluru
994,16,5,2019,#N/A,15.2,13.98,Delhi
995,12,3,2019,#N/A,9.6,8.83,Mumbai
996,16,3,2017,#N/A,15.2,13.98,Pune
997,10,7,2019,#N/A,8,7.36,Bengaluru
998,8,8,2018,#N/A,6.4,5.89,Srinagar
999,8,1,2019,#N/A,6.4,5.89,Chandigarh
1000,18,7,2019,#N/A,14.4,13.25,Pune
1001,6,4,2019,#N/A,4.8,4.42,Aurangabad
1002,4,11,2019,#N/A,3.2,2.94,Delhi
1003,2,9,2018,#N/A,1.6,1.47,Jaipur
1004,20,10,2018,#N/A,16,14.72,Mumbai
