Customer Number,Applied Loan Amount in Lacs,Month,Fin Year,Month Year,Channel Id,Product Id,Gender,Occupation,Age,Salary,Branch Code
315,7,4,2018,#N/A,1,2,Male,Salaried,63+,15 LPA - 25 LPA,15
316,12,10,2019,#N/A,3,1,Female,Salaried,56-63,7 LPA - 9 LPA,8
317,12,3,2018,#N/A,3,3,Third Gender,Salaried,26-32,9 LPA - 15 LPA,9
318,20,3,2017,#N/A,3,1,Female,Salaried,26-32,25+,1
319,8,8,2019,#N/A,1,4,Female,Salaried,26-32,9 LPA - 15 LPA,2
320,2,11,2018,#N/A,4,3,Third Gender,Salaried,33-43,3 LPA - 5 LPA,2
321,9,10,2019,#N/A,4,1,Male,Salaried,44-55,7 LPA - 9 LPA,8
322,8,5,2019,#N/A,4,4,Third Gender,Salaried,33-43,9 LPA - 15 LPA,9
323,6,12,2019,#N/A,2,1,Third Gender,Salaried,26-32,9 LPA - 15 LPA,13
324,12,9,2018,#N/A,4,3,Male,Salaried,63+,5 LPA - 7 LPA,3
325,18,7,2019,#N/A,2,4,Male,Salaried,26-32,3 LPA - 5 LPA,8
326,4,11,2017,#N/A,4,4,Female,Salaried,63+,9 LPA - 15 LPA,14
327,6,11,2018,#N/A,3,4,Female,Salaried,26-32,7 LPA - 9 LPA,7
328,7,12,2017,#N/A,1,2,Third Gender,Salaried,56-63,3 LPA - 5 LPA,2
329,1,4,2019,#N/A,4,3,Third Gender,Salaried,56-63,15 LPA - 25 LPA,3
330,5,9,2019,#N/A,3,4,Male,Salaried,44-55,5 LPA - 7 LPA,15
331,14,12,2018,#N/A,3,2,Third Gender,Salaried,26-32,9 LPA - 15 LPA,10
332,3,7,2018,#N/A,3,1,Male,Salaried,44-55,5 LPA - 7 LPA,13
333,12,8,2019,#N/A,4,1,Female,Salaried,33-43,3 LPA - 5 LPA,11
334,6,12,2018,#N/A,3,1,Female,Salaried,26-32,5 LPA - 7 LPA,4
335,9,9,2019,#N/A,4,4,Third Gender,Salaried,44-55,5 LPA - 7 LPA,15
336,4,4,2018,#N/A,2,1,Female,Salaried,56-63,25+,4
337,11,3,2018,#N/A,2,4,Third Gender,Salaried,44-55,3 LPA - 5 LPA,15
338,7,2,2019,#N/A,2,1,Third Gender,Salaried,44-55,5 LPA - 7 LPA,11
339,5,8,2017,#N/A,3,3,Third Gender,Salaried,56-63,9 LPA - 15 LPA,10
340,4,1,2018,#N/A,1,2,Male,Salaried,63+,15 LPA - 25 LPA,4
341,2,3,2019,#N/A,4,3,Third Gender,Salaried,63+,9 LPA - 15 LPA,5
342,12,5,2017,#N/A,4,3,Female,Salaried,33-43,7 LPA - 9 LPA,7
343,10,7,2018,#N/A,3,3,Female,Salaried,26-32,5 LPA - 7 LPA,6
344,6,2,2017,#N/A,1,1,Third Gender,Salaried,26-32,25+,3
345,9,11,2017,#N/A,3,1,Female,Salaried,44-55,7 LPA - 9 LPA,2
346,9,4,2018,#N/A,3,3,Female,Salaried,44-55,9 LPA - 15 LPA,13
347,1,4,2019,#N/A,3,3,Male,Salaried,44-55,9 LPA - 15 LPA,1
348,12,2,2017,#N/A,1,2,Male,Salaried,26-32,3 LPA - 5 LPA,4
349,9,1,2019,#N/A,3,3,Female,Salaried,44-55,15 LPA - 25 LPA,10
350,24,9,2017,#N/A,3,4,Third Gender,Salaried,26-32,3 LPA - 5 LPA,15
351,18,1,2019,#N/A,1,2,Third Gender,Salaried,33-43,15 LPA - 25 LPA,5
352,22,9,2018,#N/A,1,1,Male,Salaried,26-32,15 LPA - 25 LPA,12
353,20,9,2019,#N/A,2,4,Female,Salaried,26-32,3 LPA - 5 LPA,8
354,2,5,2017,#N/A,2,3,Male,Salaried,56-63,25+,3
355,8,1,2017,#N/A,1,3,Third Gender,Salaried,56-63,9 LPA - 15 LPA,10
356,6,7,2019,#N/A,1,1,Male,Salaried,56-63,15 LPA - 25 LPA,15
357,20,11,2019,#N/A,3,1,Third Gender,Salaried,33-43,15 LPA - 25 LPA,13
358,6,2,2018,#N/A,1,4,Male,Salaried,33-43,7 LPA - 9 LPA,2
359,9,1,2017,#N/A,2,3,Third Gender,Salaried,44-55,15 LPA - 25 LPA,3
360,2,7,2018,#N/A,1,3,Female,Salaried,63+,5 LPA - 7 LPA,9
361,2,10,2019,#N/A,2,1,Third Gender,Salaried,33-43,5 LPA - 7 LPA,15
362,6,5,2019,#N/A,2,4,Male,Salaried,44-55,7 LPA - 9 LPA,15
363,7,7,2018,#N/A,4,3,Male,Salaried,56-63,25+,1
364,2,3,2019,#N/A,3,3,Female,Salaried,63+,15 LPA - 25 LPA,4
365,8,9,2019,#N/A,4,4,Male,Salaried,63+,9 LPA - 15 LPA,14
366,12,7,2019,#N/A,3,3,Female,Salaried,44-55,25+,1
367,2,1,2017,#N/A,4,2,Female,Salaried,56-63,7 LPA - 9 LPA,14
368,6,2,2017,#N/A,3,4,Female,Salaried,26-32,5 LPA - 7 LPA,14
369,7,3,2019,#N/A,1,4,Third Gender,Salaried,63+,15 LPA - 25 LPA,14
370,24,1,2017,#N/A,3,2,Female,Salaried,26-32,5 LPA - 7 LPA,10
371,24,11,2019,#N/A,1,1,Male,Salaried,33-43,25+,6
372,9,4,2018,#N/A,2,1,Third Gender,Salaried,63+,25+,9
373,12,1,2019,#N/A,3,2,Male,Salaried,26-32,9 LPA - 15 LPA,10
374,6,1,2018,#N/A,4,2,Male,Salaried,63+,3 LPA - 5 LPA,1
375,16,1,2017,#N/A,2,4,Male,Salaried,26-32,25+,9
376,6,9,2018,#N/A,3,3,Female,Salaried,26-32,9 LPA - 15 LPA,1
377,9,3,2019,#N/A,1,1,Third Gender,Salaried,44-55,9 LPA - 15 LPA,12
378,22,11,2017,#N/A,3,3,Male,Salaried,26-32,7 LPA - 9 LPA,3
379,10,7,2017,#N/A,1,3,Female,Salaried,56-63,15 LPA - 25 LPA,13
380,2,12,2019,#N/A,1,1,Male,Salaried,63+,9 LPA - 15 LPA,1
381,12,12,2018,#N/A,3,4,Female,Salaried,26-32,15 LPA - 25 LPA,8
382,1,11,2018,#N/A,3,1,Female,Salaried,44-55,25+,6
383,2,2,2019,#N/A,3,2,Female,Salaried,33-43,3 LPA - 5 LPA,4
384,8,5,2019,#N/A,1,2,Third Gender,Salaried,63+,3 LPA - 5 LPA,7
385,8,5,2018,#N/A,2,4,Third Gender,Salaried,63+,9 LPA - 15 LPA,14
386,9,3,2019,#N/A,4,4,Third Gender,Salaried,56-63,5 LPA - 7 LPA,5
387,3,7,2018,#N/A,3,1,Third Gender,Salaried,44-55,7 LPA - 9 LPA,13
388,2,7,2019,#N/A,3,4,Male,Salaried,44-55,25+,6
389,3,11,2017,#N/A,4,3,Male,Salaried,56-63,7 LPA - 9 LPA,10
390,9,5,2018,#N/A,3,2,Female,Salaried,44-55,25+,4
391,20,7,2019,#N/A,2,2,Male,Salaried,26-32,7 LPA - 9 LPA,10
392,4,3,2017,#N/A,3,3,Third Gender,Salaried,44-55,5 LPA - 7 LPA,2
393,24,2,2018,#N/A,3,4,Third Gender,Salaried,26-32,3 LPA - 5 LPA,7
394,10,9,2019,#N/A,4,2,Female,Salaried,33-43,7 LPA - 9 LPA,10
395,6,8,2017,#N/A,3,3,Third Gender,Salaried,33-43,15 LPA - 25 LPA,1
396,4,7,2017,#N/A,3,2,Female,Salaried,56-63,7 LPA - 9 LPA,4
397,2,12,2017,#N/A,3,4,Third Gender,Salaried,56-63,5 LPA - 7 LPA,4
398,9,7,2018,#N/A,1,4,Male,Salaried,63+,9 LPA - 15 LPA,5
399,6,3,2017,#N/A,1,3,Female,Salaried,44-55,3 LPA - 5 LPA,11
400,8,7,2019,#N/A,2,4,Male,Salaried,63+,9 LPA - 15 LPA,13
401,11,8,2019,#N/A,3,1,Third Gender,Salaried,56-63,3 LPA - 5 LPA,8
402,6,8,2017,#N/A,1,3,Third Gender,Salaried,33-43,9 LPA - 15 LPA,4
403,5,2,2018,#N/A,3,3,Female,Salaried,63+,15 LPA - 25 LPA,3
404,10,8,2017,#N/A,4,1,Female,Salaried,56-63,5 LPA - 7 LPA,6
405,11,2,2018,#N/A,3,4,Third Gender,Salaried,44-55,7 LPA - 9 LPA,9
406,6,3,2018,#N/A,3,4,Male,Salaried,56-63,5 LPA - 7 LPA,3
407,3,10,2019,#N/A,2,3,Third Gender,Salaried,56-63,15 LPA - 25 LPA,2
408,8,8,2018,#N/A,4,1,Female,Salaried,33-43,9 LPA - 15 LPA,2
409,18,1,2018,#N/A,1,1,Female,Salaried,26-32,15 LPA - 25 LPA,14
410,10,1,2018,#N/A,3,4,Third Gender,Salaried,33-43,9 LPA - 15 LPA,2
411,16,3,2017,#N/A,3,1,Male,Salaried,26-32,5 LPA - 7 LPA,11
412,9,8,2019,#N/A,3,3,Third Gender,Salaried,56-63,7 LPA - 9 LPA,4
413,9,9,2019,#N/A,1,1,Third Gender,Salaried,56-63,25+,1
414,18,3,2017,#N/A,2,4,Female,Salaried,33-43,3 LPA - 5 LPA,15
415,6,11,2018,#N/A,2,1,Female,Salaried,56-63,9 LPA - 15 LPA,1
416,10,7,2019,#N/A,2,2,Male,Salaried,63+,9 LPA - 15 LPA,15
417,1,1,2017,#N/A,4,3,Male,Salaried,44-55,3 LPA - 5 LPA,14
418,1,11,2019,#N/A,2,2,Third Gender,Salaried,63+,25+,4
419,16,2,2019,#N/A,1,1,Third Gender,Salaried,26-32,15 LPA - 25 LPA,2
420,12,4,2019,#N/A,1,3,Male,Salaried,26-32,9 LPA - 15 LPA,5
421,8,11,2018,#N/A,1,2,Third Gender,Salaried,63+,25+,1
422,10,10,2019,#N/A,4,2,Male,Salaried,44-55,25+,10
423,12,4,2019,#N/A,4,4,Male,Salaried,44-55,15 LPA - 25 LPA,9
424,12,7,2019,#N/A,1,1,Male,Salaried,56-63,7 LPA - 9 LPA,15
425,1,7,2017,#N/A,4,3,Female,Salaried,56-63,5 LPA - 7 LPA,7
426,6,1,2017,#N/A,1,1,Female,Salaried,33-43,25+,12
427,20,12,2019,#N/A,1,1,Third Gender,Salaried,33-43,3 LPA - 5 LPA,8
428,7,2,2019,#N/A,4,2,Third Gender,Salaried,56-63,5 LPA - 7 LPA,13
429,24,8,2019,#N/A,4,3,Male,Salaried,33-43,15 LPA - 25 LPA,2
430,5,9,2019,#N/A,1,4,Female,Salaried,63+,5 LPA - 7 LPA,8
431,16,8,2017,#N/A,1,4,Female,Salaried,33-43,9 LPA - 15 LPA,14
432,14,7,2017,#N/A,3,2,Third Gender,Salaried,26-32,5 LPA - 7 LPA,8
433,16,12,2018,#N/A,3,1,Female,Salaried,26-32,9 LPA - 15 LPA,12
434,24,11,2018,#N/A,3,2,Male,Salaried,26-32,9 LPA - 15 LPA,2
435,4,4,2017,#N/A,1,2,Third Gender,Salaried,44-55,3 LPA - 5 LPA,7
436,7,10,2018,#N/A,3,1,Third Gender,Salaried,56-63,15 LPA - 25 LPA,10
437,20,5,2018,#N/A,2,1,Third Gender,Salaried,26-32,7 LPA - 9 LPA,2
438,10,4,2017,#N/A,3,3,Male,Salaried,56-63,25+,13
439,2,7,2018,#N/A,1,4,Third Gender,Salaried,26-32,3 LPA - 5 LPA,2
440,12,11,2019,#N/A,2,3,Female,Salaried,44-55,9 LPA - 15 LPA,8
441,7,8,2019,#N/A,4,2,Male,Salaried,63+,3 LPA - 5 LPA,15
442,12,4,2017,#N/A,3,3,Third Gender,Salaried,56-63,3 LPA - 5 LPA,3
443,9,7,2019,#N/A,1,2,Female,Salaried,63+,25+,13
444,12,10,2017,#N/A,4,3,Male,Salaried,63+,15 LPA - 25 LPA,9
445,20,11,2017,#N/A,3,2,Male,Salaried,26-32,3 LPA - 5 LPA,5
446,12,12,2017,#N/A,4,2,Female,Salaried,44-55,9 LPA - 15 LPA,14
447,6,12,2018,#N/A,4,1,Third Gender,Salaried,33-43,3 LPA - 5 LPA,6
448,7,5,2018,#N/A,3,1,Male,Salaried,44-55,15 LPA - 25 LPA,3
449,3,7,2019,#N/A,3,3,Male,Salaried,56-63,3 LPA - 5 LPA,11
450,7,1,2019,#N/A,2,4,Female,Salaried,63+,7 LPA - 9 LPA,10
451,22,9,2019,#N/A,3,2,Third Gender,Salaried,26-32,3 LPA - 5 LPA,1
452,1,10,2017,#N/A,4,4,Third Gender,Salaried,63+,3 LPA - 5 LPA,12
453,18,7,2018,#N/A,3,1,Female,Salaried,26-32,7 LPA - 9 LPA,12
454,7,1,2017,#N/A,2,1,Female,Salaried,56-63,3 LPA - 5 LPA,5
455,9,7,2017,#N/A,3,2,Third Gender,Salaried,44-55,25+,6
456,16,10,2017,#N/A,3,1,Male,Salaried,26-32,7 LPA - 9 LPA,11
457,4,4,2018,#N/A,2,3,Female,Salaried,63+,15 LPA - 25 LPA,1
458,24,9,2019,#N/A,2,3,Female,Salaried,26-32,5 LPA - 7 LPA,15
459,12,11,2017,#N/A,3,4,Male,Salaried,26-32,3 LPA - 5 LPA,9
460,2,12,2017,#N/A,2,4,Male,Salaried,26-32,5 LPA - 7 LPA,7
461,8,5,2018,#N/A,2,3,Male,Salaried,63+,9 LPA - 15 LPA,9
462,1,12,2017,#N/A,3,3,Female,Salaried,56-63,25+,14
463,4,7,2017,#N/A,4,1,Third Gender,Salaried,44-55,9 LPA - 15 LPA,15
464,12,7,2019,#N/A,4,1,Male,Salaried,33-43,3 LPA - 5 LPA,13
465,6,7,2018,#N/A,4,2,Male,Salaried,56-63,9 LPA - 15 LPA,2
466,18,9,2017,#N/A,1,4,Third Gender,Salaried,33-43,25+,13
467,8,12,2017,#N/A,1,2,Male,Salaried,26-32,9 LPA - 15 LPA,5
468,12,3,2017,#N/A,4,2,Female,Salaried,56-63,9 LPA - 15 LPA,11
469,20,4,2019,#N/A,4,4,Female,Salaried,33-43,3 LPA - 5 LPA,6
470,14,4,2019,#N/A,3,1,Male,Salaried,33-43,15 LPA - 25 LPA,4
471,3,5,2017,#N/A,1,3,Third Gender,Salaried,44-55,5 LPA - 7 LPA,14
472,3,3,2018,#N/A,4,1,Third Gender,Salaried,44-55,9 LPA - 15 LPA,3
473,16,10,2018,#N/A,3,3,Female,Salaried,26-32,7 LPA - 9 LPA,14
474,8,2,2017,#N/A,3,3,Female,Salaried,26-32,15 LPA - 25 LPA,11
475,8,7,2018,#N/A,2,1,Male,Salaried,56-63,15 LPA - 25 LPA,7
476,16,7,2018,#N/A,4,4,Female,Salaried,33-43,3 LPA - 5 LPA,10
477,24,8,2018,#N/A,1,1,Third Gender,Salaried,33-43,9 LPA - 15 LPA,12
478,2,12,2017,#N/A,4,4,Male,Salaried,44-55,15 LPA - 25 LPA,11
479,20,10,2018,#N/A,3,4,Third Gender,Salaried,26-32,25+,6
480,16,3,2019,#N/A,3,3,Third Gender,Salaried,26-32,5 LPA - 7 LPA,5
481,2,4,2019,#N/A,4,1,Female,Salaried,63+,15 LPA - 25 LPA,14
482,8,7,2017,#N/A,4,4,Female,Salaried,44-55,25+,12
483,10,10,2017,#N/A,1,1,Third Gender,Salaried,33-43,5 LPA - 7 LPA,8
484,11,8,2019,#N/A,3,1,Male,Salaried,44-55,7 LPA - 9 LPA,8
485,14,9,2018,#N/A,1,1,Female,Salaried,26-32,5 LPA - 7 LPA,4
486,16,9,2018,#N/A,3,3,Female,Salaried,26-32,5 LPA - 7 LPA,12
487,3,8,2017,#N/A,3,2,Female,Salaried,56-63,7 LPA - 9 LPA,6
488,10,2,2019,#N/A,2,1,Male,Salaried,33-43,5 LPA - 7 LPA,3
489,2,2,2019,#N/A,2,3,Male,Salaried,33-43,3 LPA - 5 LPA,5
490,20,7,2019,#N/A,2,1,Third Gender,Salaried,26-32,25+,14
491,14,9,2017,#N/A,3,3,Male,Salaried,26-32,7 LPA - 9 LPA,6
492,24,7,2019,#N/A,2,3,Female,Salaried,26-32,9 LPA - 15 LPA,9
493,18,12,2018,#N/A,3,4,Third Gender,Salaried,26-32,15 LPA - 25 LPA,10
494,4,2,2019,#N/A,2,4,Female,Salaried,33-43,5 LPA - 7 LPA,9
495,18,5,2018,#N/A,3,2,Third Gender,Salaried,26-32,15 LPA - 25 LPA,13
496,1,12,2019,#N/A,3,1,Male,Salaried,56-63,7 LPA - 9 LPA,11
497,20,12,2018,#N/A,2,2,Third Gender,Salaried,26-32,7 LPA - 9 LPA,9
498,24,8,2019,#N/A,3,1,Male,Salaried,26-32,25+,11
499,2,8,2017,#N/A,4,1,Male,Salaried,63+,7 LPA - 9 LPA,3
500,2,12,2017,#N/A,1,1,Male,Salaried,56-63,25+,6
501,4,4,2018,#N/A,4,2,Third Gender,Salaried,56-63,9 LPA - 15 LPA,14
502,4,1,2018,#N/A,3,2,Male,Salaried,44-55,3 LPA - 5 LPA,9
503,24,12,2017,#N/A,3,2,Male,Salaried,26-32,25+,8
504,6,2,2019,#N/A,3,4,Male,Salaried,44-55,9 LPA - 15 LPA,9
505,3,12,2017,#N/A,4,2,Third Gender,Salaried,56-63,3 LPA - 5 LPA,5
506,2,8,2018,#N/A,3,2,Third Gender,Salaried,26-32,25+,15
507,2,5,2017,#N/A,4,4,Third Gender,Salaried,63+,15 LPA - 25 LPA,11
508,8,9,2019,#N/A,1,2,Female,Salaried,26-32,7 LPA - 9 LPA,4
509,6,5,2018,#N/A,1,3,Third Gender,Salaried,56-63,25+,8
510,6,5,2018,#N/A,2,4,Third Gender,Salaried,56-63,5 LPA - 7 LPA,8
511,6,4,2019,#N/A,1,1,Third Gender,Salaried,26-32,15 LPA - 25 LPA,4
512,22,10,2018,#N/A,3,3,Female,Salaried,26-32,7 LPA - 9 LPA,14
513,3,7,2018,#N/A,1,4,Female,Salaried,56-63,5 LPA - 7 LPA,1
514,2,8,2019,#N/A,4,2,Third Gender,Salaried,44-55,25+,9
515,18,9,2017,#N/A,3,4,Male,Salaried,33-43,25+,10
516,2,5,2019,#N/A,3,4,Female,Salaried,26-32,9 LPA - 15 LPA,4
517,2,8,2019,#N/A,3,1,Male,Salaried,26-32,9 LPA - 15 LPA,11
518,7,5,2017,#N/A,2,3,Male,Salaried,56-63,15 LPA - 25 LPA,4
519,3,4,2019,#N/A,4,2,Male,Salaried,56-63,5 LPA - 7 LPA,14
520,14,4,2017,#N/A,3,2,Female,Salaried,33-43,3 LPA - 5 LPA,5
521,11,7,2018,#N/A,3,1,Male,Salaried,44-55,25+,3
522,8,9,2019,#N/A,1,1,Third Gender,Salaried,26-32,9 LPA - 15 LPA,13
523,7,11,2018,#N/A,1,2,Female,Salaried,63+,25+,11
524,6,7,2019,#N/A,2,4,Third Gender,Salaried,26-32,25+,12
525,4,12,2017,#N/A,4,3,Male,Salaried,56-63,25+,7
526,22,7,2018,#N/A,2,3,Third Gender,Salaried,26-32,5 LPA - 7 LPA,5
527,10,3,2019,#N/A,3,2,Female,Salaried,26-32,9 LPA - 15 LPA,8
528,8,11,2017,#N/A,1,4,Third Gender,Salaried,56-63,25+,4
529,12,12,2017,#N/A,1,4,Female,Salaried,44-55,25+,10
530,10,7,2017,#N/A,4,1,Third Gender,Salaried,33-43,3 LPA - 5 LPA,15
531,10,5,2019,#N/A,1,3,Female,Salaried,63+,7 LPA - 9 LPA,10
532,22,4,2018,#N/A,3,4,Female,Salaried,26-32,5 LPA - 7 LPA,9
533,10,5,2017,#N/A,2,1,Female,Salaried,63+,3 LPA - 5 LPA,11
534,2,8,2017,#N/A,1,2,Female,Salaried,63+,5 LPA - 7 LPA,13
535,6,4,2018,#N/A,3,4,Third Gender,Salaried,33-43,3 LPA - 5 LPA,1
536,11,3,2017,#N/A,1,1,Female,Salaried,63+,5 LPA - 7 LPA,3
537,5,3,2017,#N/A,1,3,Third Gender,Salaried,44-55,3 LPA - 5 LPA,13
538,2,2,2017,#N/A,3,4,Female,Salaried,26-32,15 LPA - 25 LPA,6
539,10,1,2019,#N/A,1,1,Female,Salaried,26-32,25+,1
540,24,1,2018,#N/A,2,4,Female,Salaried,26-32,5 LPA - 7 LPA,9
541,12,3,2017,#N/A,3,4,Female,Salaried,56-63,15 LPA - 25 LPA,11
542,9,1,2018,#N/A,3,3,Third Gender,Salaried,63+,7 LPA - 9 LPA,11
543,2,7,2017,#N/A,2,3,Female,Salaried,44-55,7 LPA - 9 LPA,6
544,2,1,2017,#N/A,2,1,Female,Salaried,26-32,25+,14
545,3,10,2017,#N/A,4,3,Female,Salaried,44-55,5 LPA - 7 LPA,4
546,6,12,2018,#N/A,3,3,Third Gender,Salaried,56-63,25+,5
547,1,8,2017,#N/A,4,4,Male,Salaried,63+,9 LPA - 15 LPA,9
548,14,4,2019,#N/A,2,4,Third Gender,Salaried,26-32,5 LPA - 7 LPA,6
549,22,4,2017,#N/A,4,1,Male,Salaried,33-43,7 LPA - 9 LPA,3
550,20,7,2018,#N/A,1,2,Female,Salaried,26-32,7 LPA - 9 LPA,11
551,24,1,2018,#N/A,4,2,Female,Salaried,33-43,9 LPA - 15 LPA,4
552,18,12,2018,#N/A,3,2,Third Gender,Salaried,26-32,3 LPA - 5 LPA,8
553,6,9,2017,#N/A,2,2,Female,Salaried,26-32,15 LPA - 25 LPA,15
554,10,7,2018,#N/A,2,1,Male,Salaried,33-43,9 LPA - 15 LPA,11
555,10,12,2018,#N/A,3,2,Male,Salaried,33-43,3 LPA - 5 LPA,12
556,9,7,2019,#N/A,2,3,Female,Salaried,63+,3 LPA - 5 LPA,1
557,8,2,2018,#N/A,3,1,Male,Salaried,63+,7 LPA - 9 LPA,13
558,12,5,2017,#N/A,3,3,Third Gender,Salaried,44-55,25+,12
559,12,12,2017,#N/A,1,2,Female,Salaried,26-32,7 LPA - 9 LPA,3
560,7,8,2018,#N/A,1,2,Male,Salaried,56-63,9 LPA - 15 LPA,3
561,12,7,2018,#N/A,1,1,Male,Salaried,56-63,3 LPA - 5 LPA,12
562,14,2,2018,#N/A,1,3,Third Gender,Salaried,26-32,7 LPA - 9 LPA,1
563,9,2,2018,#N/A,2,2,Third Gender,Salaried,44-55,9 LPA - 15 LPA,1
564,3,2,2019,#N/A,4,4,Female,Salaried,63+,25+,11
565,6,4,2019,#N/A,4,1,Female,Salaried,56-63,25+,9
566,2,9,2017,#N/A,2,3,Male,Salaried,56-63,9 LPA - 15 LPA,10
567,4,8,2019,#N/A,2,3,Male,Salaried,44-55,3 LPA - 5 LPA,10
568,12,11,2017,#N/A,2,1,Female,Salaried,33-43,5 LPA - 7 LPA,8
569,6,8,2019,#N/A,4,4,Third Gender,Salaried,63+,7 LPA - 9 LPA,3
570,8,11,2017,#N/A,1,1,Female,Salaried,33-43,7 LPA - 9 LPA,13
571,7,3,2019,#N/A,4,2,Third Gender,Salaried,56-63,25+,7
572,4,9,2019,#N/A,3,3,Male,Salaried,26-32,25+,3
573,6,5,2018,#N/A,3,2,Male,Salaried,63+,7 LPA - 9 LPA,7
574,2,12,2018,#N/A,3,3,Third Gender,Salaried,26-32,5 LPA - 7 LPA,14
575,8,3,2019,#N/A,2,3,Third Gender,Salaried,44-55,25+,14
576,2,11,2017,#N/A,3,3,Male,Salaried,56-63,5 LPA - 7 LPA,13
577,5,12,2018,#N/A,4,1,Female,Salaried,63+,15 LPA - 25 LPA,10
578,10,10,2017,#N/A,3,4,Third Gender,Salaried,26-32,7 LPA - 9 LPA,8
579,22,10,2019,#N/A,3,4,Male,Salaried,26-32,3 LPA - 5 LPA,6
580,3,5,2019,#N/A,2,4,Female,Salaried,63+,7 LPA - 9 LPA,7
581,16,11,2018,#N/A,1,3,Third Gender,Salaried,33-43,5 LPA - 7 LPA,2
582,4,9,2018,#N/A,1,1,Female,Salaried,44-55,3 LPA - 5 LPA,12
583,5,3,2017,#N/A,3,1,Male,Salaried,44-55,15 LPA - 25 LPA,15
584,2,10,2017,#N/A,1,2,Female,Salaried,26-32,7 LPA - 9 LPA,5
585,8,2,2019,#N/A,3,1,Female,Salaried,33-43,7 LPA - 9 LPA,14
586,4,5,2017,#N/A,2,3,Female,Salaried,44-55,5 LPA - 7 LPA,10
587,4,11,2019,#N/A,1,3,Male,Salaried,63+,25+,15
588,8,5,2017,#N/A,3,3,Third Gender,Salaried,44-55,3 LPA - 5 LPA,11
589,14,11,2017,#N/A,1,3,Female,Salaried,33-43,15 LPA - 25 LPA,15
590,24,4,2017,#N/A,3,1,Third Gender,Salaried,26-32,25+,1
591,10,8,2018,#N/A,3,2,Male,Salaried,26-32,15 LPA - 25 LPA,5
592,4,7,2019,#N/A,1,3,Male,Salaried,56-63,25+,12
593,18,3,2019,#N/A,3,2,Male,Salaried,26-32,9 LPA - 15 LPA,3
594,8,12,2017,#N/A,1,2,Third Gender,Salaried,26-32,15 LPA - 25 LPA,4
595,14,5,2019,#N/A,3,4,Male,Salaried,26-32,3 LPA - 5 LPA,6
596,14,7,2019,#N/A,2,3,Male,Salaried,26-32,7 LPA - 9 LPA,4
597,8,9,2017,#N/A,2,3,Third Gender,Salaried,26-32,25+,10
598,4,2,2019,#N/A,4,3,Male,Salaried,44-55,3 LPA - 5 LPA,14
599,10,5,2017,#N/A,1,2,Third Gender,Salaried,33-43,5 LPA - 7 LPA,14
600,18,10,2017,#N/A,3,4,Female,Salaried,26-32,3 LPA - 5 LPA,4
601,7,4,2018,#N/A,3,3,Male,Salaried,56-63,7 LPA - 9 LPA,10
602,2,3,2018,#N/A,2,2,Male,Salaried,26-32,9 LPA - 15 LPA,12
603,8,1,2019,#N/A,1,3,Female,Salaried,33-43,3 LPA - 5 LPA,14
604,9,8,2017,#N/A,3,2,Male,Salaried,56-63,9 LPA - 15 LPA,2
605,24,4,2019,#N/A,3,2,Male,Salaried,33-43,25+,15
606,12,7,2018,#N/A,3,3,Male,Salaried,26-32,9 LPA - 15 LPA,9
607,10,11,2017,#N/A,3,3,Female,Salaried,33-43,7 LPA - 9 LPA,9
608,10,5,2018,#N/A,3,4,Female,Salaried,33-43,5 LPA - 7 LPA,7
609,2,11,2018,#N/A,2,4,Male,Salaried,63+,9 LPA - 15 LPA,2
610,12,3,2017,#N/A,1,4,Female,Salaried,63+,15 LPA - 25 LPA,10
611,3,7,2019,#N/A,1,3,Male,Salaried,63+,25+,7
612,8,3,2019,#N/A,4,4,Third Gender,Salaried,33-43,15 LPA - 25 LPA,3
613,12,8,2018,#N/A,4,4,Female,Salaried,33-43,3 LPA - 5 LPA,13
614,6,12,2018,#N/A,4,4,Male,Salaried,56-63,9 LPA - 15 LPA,10
615,10,5,2018,#N/A,1,4,Male,Salaried,33-43,5 LPA - 7 LPA,9
616,16,1,2019,#N/A,1,4,Female,Salaried,26-32,7 LPA - 9 LPA,8
617,12,10,2018,#N/A,2,4,Male,Salaried,26-32,25+,9
618,24,11,2019,#N/A,3,4,Male,Salaried,26-32,9 LPA - 15 LPA,14
619,9,10,2019,#N/A,2,1,Female,Salaried,44-55,25+,15
620,24,1,2019,#N/A,3,1,Male,Salaried,26-32,3 LPA - 5 LPA,2
621,10,7,2018,#N/A,1,4,Male,Salaried,44-55,25+,10
622,4,10,2017,#N/A,1,4,Female,Salaried,26-32,7 LPA - 9 LPA,1
623,11,4,2018,#N/A,3,3,Third Gender,Salaried,56-63,5 LPA - 7 LPA,8
624,11,4,2019,#N/A,4,2,Third Gender,Salaried,56-63,7 LPA - 9 LPA,9
625,16,5,2017,#N/A,2,2,Male,Salaried,33-43,9 LPA - 15 LPA,3
626,5,7,2018,#N/A,1,3,Third Gender,Salaried,44-55,25+,11
627,9,5,2018,#N/A,3,1,Female,Salaried,56-63,25+,1
628,20,4,2019,#N/A,1,4,Female,Salaried,26-32,7 LPA - 9 LPA,7
629,1,12,2019,#N/A,4,3,Third Gender,Salaried,44-55,25+,11
630,7,5,2019,#N/A,2,4,Third Gender,Salaried,44-55,25+,3
631,11,11,2017,#N/A,2,3,Male,Salaried,63+,3 LPA - 5 LPA,2
